rank,name,score,source,SMILES
"
539,AK-968/12861094,1.437,Specs,"c1cc(ccc1C1=NN(c2c(c(cc(c2F)F)F)F)[C@@H](c2ccc(cc2)OC)C1)Br	AK-968/12861094
"
540,AF-399/40826295,1.437,Specs,"c1ccc(cc1)[C@H](c1c2ccccc2ccn1)OC(=O)c1ccc(cc1)C	AF-399/40826295
"
541,AK-968/41925850,1.437,Specs,"c1ccc(cc1)[C@H](c1ccccc1)NC(=O)c1ccc(C)o1	AK-968/41925850
"
542,AG-690/10687037,1.437,Specs,"c1ccc(cc1)c1c(c2ccc(cc2)Br)[nH]c(c2ccc(cc2)N(C)C)n1	AG-690/10687037
"
543,AG-690/11629372,1.437,Specs,"c1ccc(cc1)N(C(=O)[C@](c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O)N(C)C	AG-690/11629372
"
544,AG-690/33352025,1.436,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)Cl)CC(=N1)c1ccccc1Cl	AG-690/33352025
"
545,AG-690/12248048,1.436,Specs,"c1ccc2c(c1)C1=C(C2=O)[C@@H](c2cccc(c2)F)Sc2ccccc2N1	AG-690/12248048
"
546,AG-690/13114103,1.436,Specs,"c1ccc2c(c1)CCN2C(=O)[C@H]1c2ccccc2Oc2ccccc12	AG-690/13114103
"
547,AO-840/42717848,1.436,Specs,"c1ccc(cc1)C(=CC(=O)c1ccccc1)SCc1ccccc1	AO-840/42717848
"
548,AG-690/10761003,1.436,Specs,"c1ccc(cc1)[C@@]1(CC(=NN1C(=O)c1ccccc1Cl)C(F)(F)F)O	AG-690/10761003
"
549,AE-641/14104041,1.435,Specs,"c1ccc(cc1)[C@@]1(c2ccccc2Sc2c1cccc2[N](=O)O)O	AE-641/14104041
"
550,AG-690/37071290,1.434,Specs,"c1ccc(cc1)C(=O)N1[C@](c2ccc(cc2)F)(CC(=N1)C(F)(F)F)O	AG-690/37071290
"
551,AE-848/36047060,1.434,Specs,"c1ccc(cc1)[C@H]1CC(=NN1c1ccccc1OC)c1cccs1	AE-848/36047060
"
552,AF-399/40826419,1.434,Specs,"c1ccc(cc1)[C@H](c1c2ccccc2ccn1)OC(=O)c1ccc(cc1)I	AF-399/40826419
"
553,AK-968/12861094,1.434,Specs,"c1cc(ccc1C1=NN(c2c(c(cc(c2F)F)F)F)[C@@H](c2ccc(cc2)OC)C1)Br	AK-968/12861094
"
554,AG-690/33355010,1.434,Specs,"c1cc(cc(c1)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(c(c1)OC)OC)C(F)(F)F	AG-690/33355010
"
555,AG-205/13455028,1.434,Specs,"C(#N)c1c(c(C)sc1NC(=O)[C@@H](c1ccccc1)c1ccccc1)C	AG-205/13455028
"
556,AI-204/31730008,1.433,Specs,"c1ccc2c(c1)[C@](C(=O)N2C)(CC(=O)c1ccncc1)O	AI-204/31730008
"
557,AK-968/11987012,1.433,Specs,"c1cc(ccc1C1=NN(c2ccc(cc2Br)Br)[C@@H](c2ccc(cc2)OC)C1)OCC	AK-968/11987012
"
558,AP-982/40918892,1.433,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@@]2(N(c3ccccc3)C(=O)CS2)S1	AP-982/40918892
"
559,AO-365/40892119,1.433,Specs,"c1ccc(cc1)CN(C(=O)c1cc2ccccc2o1)C(C)(C)C	AO-365/40892119
"
560,AN-329/15537737,1.433,Specs,"c1cc([C@@H](c2ccc(cc2)N(C)C)O)sc1	AN-329/15537737
"
561,AH-034/10858038,1.433,Specs,"c1ccc(cc1)C(=O)O[C@H](c1ccc(cc1)Cl)c1c2ccccc2ccn1	AH-034/10858038
"
562,AG-401/40683268,1.432,Specs,"c1ccc(cc1)C(=C(C(=O)c1ccccc1)C)CC(=O)c1ccc(cc1)Cl	AG-401/40683268
"
563,AG-401/30830063,1.432,Specs,"c1ccc(cc1)C(=C(C(=O)c1ccccc1)C)CC(=O)c1ccc(cc1)C	AG-401/30830063
"
564,AG-205/08238011,1.432,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@H](c2ccc(cc2)OCc2ccccc2)C1	AG-205/08238011
"
565,AG-996/01589037,1.432,Specs,"c1ccc(cc1)C=CS(=O)(=O)c1ccccc1	AG-996/01589037
"
566,AG-205/37268031,1.431,Specs,"c1cc(sc1C(=C1CN2CC[C@@H]1CC2)c1ccc(s1)Cl)Cl	AG-205/37268031
"
567,AL-398/12677119,1.431,Specs,"c1ccc(cc1)N(c1ccccc1)C(=O)Oc1ccccc1[N](=O)O	AL-398/12677119
"
568,AH-034/10858038,1.431,Specs,"c1ccc(cc1)C(=O)O[C@H](c1ccc(cc1)Cl)c1c2ccccc2ccn1	AH-034/10858038
"
569,AF-399/40826419,1.431,Specs,"c1ccc(cc1)[C@H](c1c2ccccc2ccn1)OC(=O)c1ccc(cc1)I	AF-399/40826419
"
570,AF-399/15126026,1.431,Specs,"c1ccc(cc1)S[C@H](c1ccc(cc1)Cl)[C@@H]1C(=O)c2ccccc2CC1	AF-399/15126026
"
571,AQ-405/42300326,1.431,Specs,"c1ccc(cc1)[C@H]1C[C@H]2CCC[C@@H](C)N2C[C@H]1c1ccccc1	AQ-405/42300326
"
572,AE-848/12124244,1.431,Specs,"c1ccc(cc1)C1=C([C@@H](c2ccccc2)c2ccccc2O1)[C@H](CC)O	AE-848/12124244
"
573,AG-205/13359041,1.43,Specs,"c1ccc(cc1)N1C(=S)N(c2ccccc2)[C@@]2(C(=O)c3ccccc3[C@]12O)O	AG-205/13359041
"
574,AE-848/08582021,1.43,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)C=N[C@@H]2CCCCN2)[C@H](c2ccccc2)C1	AE-848/08582021
"
575,AG-690/37071298,1.43,Specs,"c1ccc(cc1)[C@@]1(CC(=NN1C(=O)c1ccccc1N)C)O	AG-690/37071298
"
576,AE-641/01983011,1.43,Specs,"c1ccc(cc1)C(=O)c1ccccc1C(=O)Nc1ccc(cc1)OC	AE-641/01983011
"
577,AE-848/12124244,1.43,Specs,"c1ccc(cc1)C1=C([C@@H](c2ccccc2)c2ccccc2O1)[C@H](CC)O	AE-848/12124244
"
578,AE-848/12530640,1.43,Specs,"c1ccc2c(c1)[C@H](c1cccc(c1)OC)C=C(c1ccc(cc1)OCC)O2	AE-848/12530640
"
579,AE-641/11518859,1.43,Specs,"c1ccc(cc1)[C@@H]1c2c(c3ccccc3[nH]2)CCN1	AE-641/11518859
"
580,AO-081/41195320,1.429,Specs,"c1ccc2c(c1)N(c1ccccc1S2)C(=O)NCc1ccco1	AO-081/41195320
"
581,AH-357/04340033,1.429,Specs,"c1ccc(cc1)C(=O)C[C@@]1(c2ccccc2N(C1=O)C)O	AH-357/04340033
"
582,AK-968/12116499,1.429,Specs,"c1ccc2c(c1)[C@@H](c1ccccc1O2)C(=O)Nc1ccc(c(c1)Br)Br	AK-968/12116499
"
583,AM-814/41093582,1.428,Specs,"c1ccc2c(c1)C(=Cc1ccc(c(c1)Cl)Cl)C(=O)c1ccccc1C2	AM-814/41093582
"
584,AE-848/30690019,1.428,Specs,"c1ccc(cc1)[C@@H]1C(=NN(c2ccccc2)C1=O)C	AE-848/30690019
"
585,AG-690/37071102,1.428,Specs,"c1ccc(cc1)CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)OC	AG-690/37071102
"
586,AK-968/41927440,1.428,Specs,"c1ccc(cc1)Oc1ccccc1NC(=O)c1ccc(o1)Br	AK-968/41927440
"
587,AE-641/00605062,1.427,Specs,"c1ccc2c(c1)CSc1ccccc1[C@]2([C@H]1CCCC[C@@H]1C[NH](C)C)O	AE-641/00605062
"
588,AN-212/13751034,1.427,Specs,"C(#C[C@@](c1ccccc1)(c1ccccc1)OC)[C@H](C(C)C)[NH](C)C	AN-212/13751034
"
589,AE-641/11518859,1.427,Specs,"c1ccc(cc1)[C@@H]1c2c(c3ccccc3[nH]2)CCN1	AE-641/11518859
"
590,AP-518/42402964,1.427,Specs,"c1ccc(cc1)c1ccc(cc1)C(=O)N[C@H](c1ccccc1)c1ccc(cc1)OC	AP-518/42402964
"
591,AK-968/12116530,1.426,Specs,"c1ccc2c(c1)[C@@H](c1ccccc1O2)C(=O)Nc1cc(cc(c1)Cl)Cl	AK-968/12116530
"
592,AG-690/11741337,1.426,Specs,"c1ccc(cc1)[C@@]1(CC(=NN1C(=O)c1ccc(cc1)I)C(F)(F)F)O	AG-690/11741337
"
593,AG-690/10678060,1.426,Specs,"c1ccc(cc1)c1c(c2ccc(cc2)OC)nc(c2ccc(cc2)C)[nH]1	AG-690/10678060
"
594,AM-814/41095073,1.426,Specs,"c1ccc(cc1)[C@H](c1ccc2c(c1)OCO2)[NH]=Cc1ccccc1O	AM-814/41095073
"
595,AQ-344/43100284,1.425,Specs,"c1ccc(cc1)[C@@H]1[C@@H](c2ccccc2)[NH2][C@H]2c3ccccc3OC[C@@H]12	AQ-344/43100284
"
596,AE-848/12530633,1.425,Specs,"c1ccc(cc1)[C@@H]1c2ccccc2OC(=C1)c1ccc(cc1)OC	AE-848/12530633
"
597,AE-641/10659006,1.425,Specs,"c1ccc2c(c1)C(=O)N(c1ccccc1[C@H]2O)C	AE-641/10659006
"
598,AK-968/11987012,1.425,Specs,"c1cc(ccc1C1=NN(c2ccc(cc2Br)Br)[C@@H](c2ccc(cc2)OC)C1)OCC	AK-968/11987012
"
599,AG-536/31403018,1.425,Specs,"c1ccc(cc1)C[NH2][C@H](c1ccccc1)[C@H](c1ccccc1)O	AG-536/31403018
"
600,AG-205/13359041,1.425,Specs,"c1ccc(cc1)N1C(=S)N(c2ccccc2)[C@@]2(C(=O)c3ccccc3[C@]12O)O	AG-205/13359041
"
601,AM-814/41094610,1.424,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)O[C@H]([C@H](C)O1)C	AM-814/41094610
"
602,AE-406/41056508,1.424,Specs,"c1ccc(cc1)c1c(c(c(c(=O)[nH]1)CCCC)O)C(=O)c1ccccc1	AE-406/41056508
"
603,AE-848/08582021,1.424,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)C=N[C@@H]2CCCCN2)[C@H](c2ccccc2)C1	AE-848/08582021
"
604,AP-518/41793835,1.424,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1cc(cc(c1)C(C)(C)C)C(C)(C)C	AP-518/41793835
"
605,AG-670/34887046,1.424,Specs,"C(#CCO[C@@H](c1ccccc1)c1ccccc1)C[NH](CC)CC	AG-670/34887046
"
606,AE-641/14965058,1.424,Specs,"c1ccc(cc1)[C@H]1c2ccccc2CSc2ccccc12	AE-641/14965058
"
607,AJ-292/14407012,1.424,Specs,"c1ccc2c(c1)C1=C(C2=O)[C@@H](c2cccc(c2)OC)Sc2ccccc2N1	AJ-292/14407012
"
608,AN-212/13751034,1.423,Specs,"C(#C[C@@](c1ccccc1)(c1ccccc1)OC)[C@H](C(C)C)[NH](C)C	AN-212/13751034
"
609,AE-848/12530640,1.423,Specs,"c1ccc2c(c1)[C@H](c1cccc(c1)OC)C=C(c1ccc(cc1)OCC)O2	AE-848/12530640
"
610,AK-823/41252359,1.423,Specs,"c1ccc(cc1)[C@H]1[C@@H](C=CC)OC(=O)N1Cc1ccccc1	AK-823/41252359
"
611,AG-205/08238011,1.423,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@H](c2ccc(cc2)OCc2ccccc2)C1	AG-205/08238011
"
612,AF-399/15126026,1.423,Specs,"c1ccc(cc1)S[C@H](c1ccc(cc1)Cl)[C@@H]1C(=O)c2ccccc2CC1	AF-399/15126026
"
613,AO-854/43462661,1.423,Specs,"c1ccc(cc1)CN(C(=O)c1ccc(c(c1)F)F)Cc1ccccc1	AO-854/43462661
"
614,AF-399/40741354,1.423,Specs,"c1ccc2c(c1)CCN(C(=O)N1c3ccccc3Sc3ccccc13)C2	AF-399/40741354
"
615,AF-407/40919078,1.423,Specs,"c1cc(ccc1[C@@]1(CN(c2ccc(cc2)C)C2=[N]1CCCCC2)O)F	AF-407/40919078
"
616,AE-848/12124244,1.422,Specs,"c1ccc(cc1)C1=C([C@@H](c2ccccc2)c2ccccc2O1)[C@H](CC)O	AE-848/12124244
"
617,AK-564/15482044,1.422,Specs,"c1ccc(cc1)C(=O)[C@@H]1[C@H]2C=C[C@H](C2)[C@@H]1C(=O)c1ccccc1	AK-564/15482044
"
618,AP-518/42402964,1.422,Specs,"c1ccc(cc1)c1ccc(cc1)C(=O)N[C@H](c1ccccc1)c1ccc(cc1)OC	AP-518/42402964
"
619,AB-131/15501070,1.421,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)C(=O)O[C@@H](c2ccc3ccccc3c2)S1	AB-131/15501070
"
620,AG-205/36813035,1.421,Specs,"c1ccc(cc1)Cc1cc(ccc1OC(=O)[C@]12C[C@@H]3C[C@@H](C[C@@H](C3)C2)C1)Cl	AG-205/36813035
"
621,AC-082/37056003,1.421,Specs,"c1ccc(cc1)[C@@]12CCC[C@@H]3CCCC[C@]13c1cc(ccc1N2)C(C)(C)C	AC-082/37056003
"
622,AG-690/11739117,1.421,Specs,"c1cc(cc(c1)C)C(=O)N1[C@](c2ccc(cc2)Br)(CC(=N1)CC)O	AG-690/11739117
"
623,AP-518/41793437,1.42,Specs,"c1ccc(cc1)[C@@H](c1ccc2c3c1cccc3CC2)NC(=O)c1cccc(c1)F	AP-518/41793437
"
624,AK-968/12116491,1.42,Specs,"c1ccc2c(c1)[C@@H](c1ccccc1O2)C(=O)Nc1cc(ccc1C)Cl	AK-968/12116491
"
625,AG-205/32650049,1.42,Specs,"c1ccc(cc1)c1ccc(cc1)OC(=O)[C@@H](c1ccccc1)c1ccccc1	AG-205/32650049
"
626,AF-407/40919078,1.42,Specs,"c1cc(ccc1[C@@]1(CN(c2ccc(cc2)C)C2=[N]1CCCCC2)O)F	AF-407/40919078
"
627,AN-651/14405036,1.42,Specs,"c1ccc(cc1)C1=C(C)O[C@H](c2ccc(cc2)OC)N(c2ccc(cc2)OC)C1=O	AN-651/14405036
"
628,AG-205/36812026,1.419,Specs,"c1ccc(cc1)c1ccccc1OC(=O)[C@]12C[C@@H]3C[C@@H](C[C@@H](C3)C2)C1	AG-205/36812026
"
629,AG-670/34887044,1.419,Specs,"C(#C[C@](c1ccccc1)(c1ccccc1)OCC)C[NH](CC)CC	AG-670/34887044
"
630,AO-365/40892368,1.419,Specs,"C(#CN1CCCCC1)C[C@@](c1ccccc1)(C1CCCC1)O	AO-365/40892368
"
631,AG-205/37082018,1.419,Specs,"c1ccc(cc1)CN1C(=O)OC2(CCCCC2)[C@]1(C)O	AG-205/37082018
"
632,AE-848/13196002,1.419,Specs,"c1ccc(cc1)CN(c1ccccc1)C(=O)Cn1c(c(c(C(F)(F)F)n1)Cl)C	AE-848/13196002
"
633,AH-034/04668058,1.419,Specs,"c1ccc(cc1)C(=O)c1ccccc1C(=O)Nc1ccccc1OC	AH-034/04668058
"
634,AG-690/10211030,1.418,Specs,"c1cc(cc(c1)Br)C(=O)N1[C@](c2ccc(cc2)C)(CC(=N1)CC)O	AG-690/10211030
"
635,AP-518/41793835,1.418,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1cc(cc(c1)C(C)(C)C)C(C)(C)C	AP-518/41793835
"
636,AB-337/13036004,1.418,Specs,"c1ccc(cc1)S(=O)(=O)C1=Cc2ccccc2C1	AB-337/13036004
"
637,AE-848/12917030,1.418,Specs,"c1ccc(cc1)N(c1ccccc1)n1c(=O)c2ccccc2nc1C	AE-848/12917030
"
638,AP-518/42402986,1.417,Specs,"c1ccc(cc1)[C@H](c1cc(ccc1C)C)NC(=O)c1cccc(c1)OC	AP-518/42402986
"
639,AK-968/11824218,1.417,Specs,"c1ccc(cc1)[C@H](c1ccccc1)NC(=O)c1ccc(c(c1)C)[N](=O)O	AK-968/11824218
"
640,AJ-333/36116061,1.417,Specs,"c1ccc(cc1)[C@@H](C(=O)c1ccc2c(cccn2)c1)CC	AJ-333/36116061
"
641,AE-641/00006013,1.417,Specs,"c1ccc(cc1)c1cc(c2ccccc2)nc2ccccc12	AE-641/00006013
"
642,AG-690/12248048,1.417,Specs,"c1ccc2c(c1)C1=C(C2=O)[C@@H](c2cccc(c2)F)Sc2ccccc2N1	AG-690/12248048
"
643,AG-690/11741294,1.416,Specs,"c1cc(cc(c1)Br)C(=O)N1[C@](c2ccc(cc2)Br)(CC(=N1)CC)O	AG-690/11741294
"
644,AG-205/37168058,1.416,Specs,"c1cc(ccc1C(=O)N1[C@](c2ccc(cc2)Cl)(CC(=N1)C)O)N	AG-205/37168058
"
645,AQ-344/43100387,1.416,Specs,"c1ccc(cc1)[C@H]1[C@H](c2ccccc2)O[C@@H](c2ccccc2)N1c1ccc(cc1)OC	AQ-344/43100387
"
646,AK-968/41925152,1.416,Specs,"c1ccc(cc1)[C@H](c1ccccc1)NC(=O)c1ccc(c(c1)Cl)[N](=O)O	AK-968/41925152
"
647,AN-465/41988249,1.415,Specs,"c1ccc(cc1)[C@H](c1ccccc1)[NH2]Cc1ccccc1OCC	AN-465/41988249
"
648,AH-357/31481008,1.415,Specs,"c1ccc2c(c1)[C@@H]1c3ccccc3[C@H]2c2ccccc12	AH-357/31481008
"
649,AE-641/00335011,1.415,Specs,"c1ccc2c(c1)CSc1ccc(cc1[C@H]2O)Cl	AE-641/00335011
"
650,AG-664/15180001,1.415,Specs,"c1ccc2c(c1)[C@H](c1ccc(cc1)F)C(=C(c1ccc(cc1)OC)O2)C=O	AG-664/15180001
"
651,AE-641/00191006,1.415,Specs,"C(#N)CCOc1ccccc1c1ccccc1	AE-641/00191006
"
652,AO-080/43342489,1.415,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1)n1ccc(C)n1	AO-080/43342489
"
653,AG-690/36279048,1.415,Specs,"c1ccc(cc1)C1=NN(C(=CC(=O)OCC)C)[C@@H](c2ccccc2)C1	AG-690/36279048
"
654,AO-080/41004806,1.415,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cc2c(cc1CCC)OCO2	AO-080/41004806
"
655,AN-652/41151258,1.414,Specs,"c1ccc(cc1)[C@@H](C(=O)Nc1ccccc1C)CC	AN-652/41151258
"
656,AK-968/15253612,1.414,Specs,"c1ccc2c(c1)cccc2NC(=O)[C@H]1c2ccccc2Oc2ccccc12	AK-968/15253612
"
657,AN-975/13809008,1.414,Specs,"c1ccc2c(c1)C=Cc1ccccc1N2CC(=C)Cl	AN-975/13809008
"
658,AG-664/15180001,1.414,Specs,"c1ccc2c(c1)[C@H](c1ccc(cc1)F)C(=C(c1ccc(cc1)OC)O2)C=O	AG-664/15180001
"
659,AG-205/12125039,1.414,Specs,"c1ccc(cc1)[C@H](c1ccccc1)NC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1C(=O)O	AG-205/12125039
"
660,AK-918/41701941,1.414,Specs,"c1ccc(cc1)COC(=O)c1ccc(cc1)N(C)C	AK-918/41701941
"
661,AO-840/42717723,1.414,Specs,"c1ccc(cc1)C(=O)C(=Cc1ccc(cc1)C)C	AO-840/42717723
"
662,AN-329/43386037,1.414,Specs,"c1ccn(c1)[C@H](C(=O)Nc1ccc(c(c1)C)C)C(C)C	AN-329/43386037
"
663,AA-768/40918557,1.414,Specs,"c1ccc(cc1)n1c(=O)c2ccccc2nc1SCc1cccc(c1)C	AA-768/40918557
"
664,AQ-344/43100145,1.414,Specs,"c1ccc(cc1)[C@@H]1[C@@H](c2ccccc2)O[C@@H](c2ccco2)N1c1ccccc1	AQ-344/43100145
"
665,AE-848/36048001,1.414,Specs,"c1ccc(cc1)[C@H]1CC(=NN1c1ccccc1)c1cccs1	AE-848/36048001
"
666,AG-690/36595005,1.413,Specs,"c1ccc(cc1)C(=NN=C(c1cccs1)C)c1ccccc1	AG-690/36595005
"
667,AE-641/00334020,1.413,Specs,"c1ccc2c(c1)CSc1ccc(cc1[C@H]2O)Br	AE-641/00334020
"
668,AO-080/42479949,1.413,Specs,"c1ccc(cc1)n1c(=O)c2ccccc2nc1SCc1cccnc1	AO-080/42479949
"
669,AO-080/43342494,1.413,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1)c1cnc(C)o1	AO-080/43342494
"
670,AK-968/12686241,1.413,Specs,"c1ccc(cc1)[C@H](C(=O)NCCC)Sc1ccccc1	AK-968/12686241
"
671,AE-641/30156010,1.413,Specs,"c1ccc2c(c1)CSc1ccc(cc1[C@H]2O[C@@H]1C[N@@H]2CC[C@H]1CC2)Cl	AE-641/30156010
"
672,AN-329/40887443,1.413,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(c2ccccc12)Br	AN-329/40887443
"
673,AK-968/36800061,1.413,Specs,"c1ccc(cc1)[C@@]1(c2ccccc2C(=O)O1)OCC	AK-968/36800061
"
674,AN-892/40779938,1.413,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)Cl)[C@@H](C(=N1)c1ccc(cc1)Cl)n1ccnc1	AN-892/40779938
"
675,AK-968/40710182,1.412,Specs,"c1ccc(cc1)C(=O)N[C@H](c1ccc(cc1)C)CC	AK-968/40710182
"
676,AK-968/12688791,1.412,Specs,"C(#N)c1c(c(C)sc1NC(=O)[C@@H](c1ccccc1)c1ccccc1)CC	AK-968/12688791
"
677,AB-131/42301081,1.412,Specs,"c1cc(ccc1C)[C@@H](c1ccc(cc1)C(F)(F)F)O	AB-131/42301081
"
678,AE-848/37018100,1.412,Specs,"c1ccc(cc1)c1cc(c2cn(c3ccccc23)C)n(c2ccccc2)n1	AE-848/37018100
"
679,AJ-292/11484019,1.412,Specs,"c1ccc(cc1)C1(CCCC1)CNC(=O)Cc1ccccc1	AJ-292/11484019
"
680,AJ-292/37095016,1.412,Specs,"c1ccc(cc1)CSc1nc2ccccc2c(=O)n1c1ccc(cc1)OC	AJ-292/37095016
"
681,AK-968/11492112,1.412,Specs,"c1cc(c(c(c1)OC)OC)[C@H]1C(=NN(c2cccc(c2)Br)C1)c1cccs1	AK-968/11492112
"
682,AE-848/32195054,1.412,Specs,"c1ccc(cc1)[S@@](=O)c1ccccc1	AE-848/32195054
"
683,ZINC00214390,1.412,Specs,"c1ccc(cc1)CN(C(=O)c1ccc2c(c1)OCO2)Cc1ccccc1	ZINC00214390
"
684,AE-641/30156011,1.411,Specs,"c1ccc2c(c1)CSc1ccc(cc1[C@H]2O[C@@H]1C[N@@H]2CC[C@H]1CC2)Br	AE-641/30156011
"
685,AG-927/31201047,1.411,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)C2(C(C(=O)C2(C)C)(C)C)S1	AG-927/31201047
"
686,AE-641/30156010,1.411,Specs,"c1ccc2c(c1)CSc1ccc(cc1[C@H]2O[C@@H]1C[N@@H]2CC[C@H]1CC2)Cl	AE-641/30156010
"
687,AG-690/12888207,1.411,Specs,"c1cc(ccc1C(=O)N1[C@](c2ccc(cc2)Br)(CC(=N1)CC)O)N	AG-690/12888207
"
688,AQ-344/43100207,1.411,Specs,"c1ccc(cc1)[C@H]1N(c2ccccc2)[C@H]2c3cccc4cccc(c34)[C@@H]2O1	AQ-344/43100207
"
689,AE-641/30102045,1.41,Specs,"c1ccc2c(c1)CSc1c(ccs1)[C@H]2O	AE-641/30102045
"
690,AN-652/12865159,1.41,Specs,"c1ccc(cc1)CCNC(=O)[C@@H](c1ccccc1)CC	AN-652/12865159
"
691,AE-641/30116062,1.41,Specs,"c1ccc2c(c1)CSc1ccccc1[C@@H]2NC(=O)OC(C)(C)C	AE-641/30116062
"
692,AG-670/34887026,1.41,Specs,"C(#CC[NH](C)C)C[C@@](c1ccccc1)(c1ccccc1)O	AG-670/34887026
"
693,AQ-344/43100145,1.41,Specs,"c1ccc(cc1)[C@@H]1[C@@H](c2ccccc2)O[C@@H](c2ccco2)N1c1ccccc1	AQ-344/43100145
"
694,AE-641/30156011,1.409,Specs,"c1ccc2c(c1)CSc1ccc(cc1[C@H]2O[C@@H]1C[N@@H]2CC[C@H]1CC2)Br	AE-641/30156011
"
695,AG-389/32150006,1.409,Specs,"c1ccc(cc1)P(=O)(c1ccccc1)C[C@H](C)O	AG-389/32150006
"
696,AK-968/12163368,1.409,Specs,"c1ccc2c(c1)[C@@H](c1ccccc1O2)C(=O)Nc1ccc(cc1)OCC	AK-968/12163368
"
697,AN-512/13208019,1.409,Specs,"C(#CC[NH](C)C)C[C@@](c1ccccc1)(C1CCCC1)O	AN-512/13208019
"
698,AK-968/11492112,1.409,Specs,"c1cc(c(c(c1)OC)OC)[C@H]1C(=NN(c2cccc(c2)Br)C1)c1cccs1	AK-968/11492112
"
699,AN-829/14134005,1.409,Specs,"c1ccc(cc1)Cn1c(=O)c2ccccc2c(c2ccc(cc2)Br)n1	AN-829/14134005
"
700,AG-690/37071349,1.409,Specs,"c1ccc(cc1)CSc1nc2c(cccc2Cl)c(=O)n1c1ccccc1	AG-690/37071349
"
701,AG-205/10362049,1.409,Specs,"c1ccc(c(c1)C(=O)N1[C@](c2ccc(cc2)Cl)(CC(=N1)C)O)F	AG-205/10362049
"
702,AG-690/13416205,1.409,Specs,"c1ccc(cc1)C(=O)N[C@@H](c1ccc(cc1)Cl)c1c2ccccc2ccc1O	AG-690/13416205
"
703,AB-131/42301044,1.409,Specs,"c1ccc2c(c1)c1ccccc1[C@H](c1ccc(cc1)C)C2	AB-131/42301044
"
704,AP-518/42324225,1.409,Specs,"c1ccc(cc1)[C@@H](c1ccc2c3c1cccc3CC2)NC(=O)c1ccccc1C	AP-518/42324225
"
705,ZINC00307610,1.409,Specs,"c1ccc2cc(ccc2c1)Cn1c2ccccc2nc1C	ZINC00307610
"
706,AF-936/31256044,1.408,Specs,"c1ccc(cc1)P(=O)(c1ccccc1)CC(=O)OCC	AF-936/31256044
"
707,AG-389/32150006,1.408,Specs,"c1ccc(cc1)P(=O)(c1ccccc1)C[C@H](C)O	AG-389/32150006
"
708,AG-205/37168016,1.408,Specs,"c1ccc(c(c1)C(=O)N1[C@](c2ccc(cc2)Cl)(CC(=N1)C)O)Cl	AG-205/37168016
"
709,AK-968/13890384,1.408,Specs,"C(#N)c1c2c(CC[C@H](C2)C)sc1NC(=O)[C@@H](c1ccccc1)c1ccccc1	AK-968/13890384
"
710,AK-968/13890384,1.407,Specs,"C(#N)c1c2c(CC[C@H](C2)C)sc1NC(=O)[C@@H](c1ccccc1)c1ccccc1	AK-968/13890384
"
711,AE-848/36047027,1.407,Specs,"c1ccc(cc1)c1c(C)n(c(C)nc1=O)Cc1ccccc1	AE-848/36047027
"
712,AG-205/12010062,1.407,Specs,"c1cc(ccc1C(=O)N1[C@]([C@H]2C(=N1)CCCCC2)(C(F)(F)F)O)OC	AG-205/12010062
"
713,AN-892/40779938,1.407,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)Cl)[C@@H](C(=N1)c1ccc(cc1)Cl)n1ccnc1	AN-892/40779938
"
714,AG-205/12010062,1.407,Specs,"c1cc(ccc1C(=O)N1[C@]([C@H]2C(=N1)CCCCC2)(C(F)(F)F)O)OC	AG-205/12010062
"
715,AG-690/36004035,1.407,Specs,"c1cc(ccc1C(=O)N1[C@](c2ccc(cc2)Cl)(CC(=N1)CC)O)Cl	AG-690/36004035
"
716,AG-205/36591020,1.407,Specs,"c1ccc(cc1)C=CC(=O)C1(CCCCC1)C	AG-205/36591020
"
717,AO-079/15259065,1.407,Specs,"c1ccc(cc1)[C@H]1[C@@H](Cc2ccccc2O1)O	AO-079/15259065
"
718,AO-289/08764031,1.407,Specs,"c1ccc(cc1)C(=O)[C@@H]1N(c2ccccc2)CCN1c1ccccc1	AO-289/08764031
